data_index,text,cluster
3418,that's 50 million people who don't love obama.,44
3419,obama's got four years to make everyone happy.,52
3420,he's never going to make everyone happy.,34
3421,can you imagine being president?,7
3422,everyone wants you to solve their problems.,8
3423,i have enough stress from trying to solve my own problems.,0
3424,you and everybody else.,8
3425,i would never want to be president.,0
3426,but think about all the power you'd have.,44
3427,did you read this article?,7
3428,what article?,7
3429,it says the mayor spends only 11 percent of his time on city duties.,34
3430,only 11 percent?,2
3431,about 50 percent of the time he's traveling.,34
3432,where does he travel to?,1
3433,"oh, all over the world.",4
3434,but he's supposed to be making our city a better place.,44
3435,he's visiting other cities to get ideas.,8
3436,can't he just go online?,1
3437,the rest of the time he's raising money for his reelection.,8
3438,who did you vote for for president?,2
3439,i voted for ralph nader.,16
3440,who in the world is ralph nader?,7
3441,he's the best man for president.,8
3442,why's that?,1
3443,he hates corporations.,34
3444,"well, most corporations do think only about money.",42
3445,he hates democrats and republicans.,52
3446,"well, they do put their party before their country.",4
3447,he's the only candidate that i trust.,35
3448,but he didn't have a chance. nobody voted for him!,37
3449,i don't know why i bother to vote.,10
3450,why's that?,1
3451,what good does it do?,1
3452,you get to put someone in power that you like.,8
3453,only if my candidate wins.,34
3454,"well, he can't win unless you and others vote for him.",42
3455,"but even if my candidate wins, he'll break his promises.",47
3456,that's true. they promise anything just so they get elected.,8
3457,"and when elected, they go their own way.",42
3458,they forget who put them in power.,6
3459,they forget where they came from.,6
3460,that election for u.s. senator stunk.,54
3461,what do you mean?,7
3462,there were more votes than voters!,32
3463,but that's impossible.,8
3464,officials said that it's possible.,44
3465,did they explain how it's possible?,1
3466,no. they said there are some things you can't explain.,27
3467,so are they going to hold another election?,1
3468,no. that will cost too much money.,54
3469,so it's better to save money than to have an honest election?,13
3470,"well, the democratic party says it was an honest election.",47
3471,i see that former president bush is at a conference.,35
3472,yes. he's telling jokes about his eight years as president.,27
3473,"yes, those eight years were a lot of fun for everyone.",42
3474,"only 4,000 american soldiers were killed overseas.",47
3475,"not to mention 40,000 wounded soldiers.",12
3476,but bush visited some of them in the hospital once.,8
3477,that's nice that he found the time to make a visit.,52
3478,he spoke to them and made them feel better.,44
3479,did he speak to every family that lost a soldier?,13
3480,"no, he didn't have time to do that.",42
3481,"well, he's got plenty of time now!",9
3482,did you get your official sample ballot?,51
3483,"yes, with the voter instructions.",12
3484,how are you going to vote?,2
3485,"same as ever, by mail. all it costs me is a 42-cent stamp.",59
3486,"i meant, are you going to vote for or against the new taxes?",60
3487,"against all of them, of course.",47
3488,"but we need new taxes to pay for highways, schools, and prisons.",42
3489,we've already voted for new taxes to pay for all that stuff!,32
3490,that's true. where did that money go?,49
3491,our legislators spent it on first-class travel all over the world.,37
3492,they are having a good time with our money.,34
3493,have you decided how you are going to vote?,1
3494,"do you mean on measures 1, 2, and 3?",57
3495,"yes. the ones that will improve our schools, roads, and hospitals.",42
3496,you mean the measures that will raise our taxes.,52
3497,but the tv ads say that our taxes will not increase.,52
3498,do you believe the tv ads?,1
3499,i like the one where the fireman tells us why we should vote yes.,0
3500,"don't believe him! whatever the tv ads tell you, the opposite is true.",42
3501,"but the title of measure 1 is """"better schools at no cost.",5
3502,"the title should be """"better schools at huge cost.",5
3503,i can't believe that they would lie to us.,16
3504,i have a stomachache.,31
3505,is it something you ate?,1
3506,maybe. i'm not sure.,30
3507,what did you have for breakfast?,13
3508,"the usual, cereal with milk and a banana.",52
3509,maybe the milk was bad.,34
3510,it didn't smell bad.,8
3511,maybe the banana was bad.,52
3512,"no, the banana was delicious.",47
3513,maybe you just need to go to the bathroom.,34
3514,"no, that's not the problem.",4
3515,what's this stain?,7
3516,i don't know.,10
3517,it looks like blood.,6
3518,i think my nose was bleeding.,10
3519,you should wet your shirt immediately.,8
3520,why?,2
3521,because that gets the blood out of the shirt.,34
3522,what's a little blood?,7
3523,your white shirt is ruined.,6
3524,"so, i'll just buy another one.",19
3525,you can wear this one around the house.,44
3526,my fingers hurt.,6
3527,why do they hurt?,2
3528,i type too much.,10
3529,you should take a break.,44
3530,i need to type to make money.,0
3531,but typing is causing you pain.,34
3532,maybe i should see a doctor.,16
3533,doctors are too expensive.,6
3534,he might tell me to rest for a while.,0
3535,he might want to cut you open.,8
3536,he might say i'm okay.,16
3537,what did the doctor say?,7
3538,he thinks i have too much stress.,0
3539,stress causes your stomachaches?,51
3540,stress causes different problems with different people.,8
3541,so what did he tell you to do?,1
3542,he said i need to think positive.,0
3543,he didn't give you any medication?,7
3544,i hate medication. it makes me feel different.,16
3545,so how do you think positive?,2
3546,i think about nice things.,0
3547,like what?,1
3548,i cut my finger.,10
3549,how did you do that?,1
3550,it's a paper cut.,34
3551,paper can be dangerous.,44
3552,"it hurts, too.",12
3553,paper cuts can hurt a lot.,44
3554,where are the band-aids?,43
3555,i think they're in the medicine cabinet.,0
3556,it's on the tip of my finger.,6
3557,a band-aid might not work.,37
3558,i must not use this finger until the cut heals.,0
3559,do you smell that?,1
3560,"oh, yes.",12
3561,i can't stand cigarette smoke.,35
3562,it smells so bad.,8
3563,one cigarette stinks up the whole sidewalk.,34
3564,smokers think they are so cool.,6
3565,they are so weak.,8
3566,a little cigarette controls them.,34
3567,they look so stupid taking a puff.,34
3568,and then they blow smoke out of their mouth.,8
3569,they think it's cool.,6
3570,do you have a cold?,7
3571,"yes, i do.",9
3572,how did you get it?,2
3573,my sister had a cold. she gave it to me.,30
3574,have you taken anything for your cold?,51
3575,"no, i just blow my nose a lot.",19
3576,your nose is stopped up?,2
3577,yes. i have to breathe through my mouth.,30
3578,have you tried nose drops?,1
3579,"no, i don't like nose drops.",9
3580,they work great.,8
3581,"would you put suntan lotion on my back, please?",25
3582,sure.,6
3583,thank you.,8
3584,you shouldn't lie in the sun for too long.,6
3585,i want to get a tan. i don't want to look so pale.,35
3586,what's wrong with looking pale?,7
3587,people think you might be sick.,6
3588,who thinks that?,1
3589,i don't know.,10
3590,it's better to be pale than to have skin cancer.,52
3591,i know that.,0
3592,i can't quit smoking.,0
3593,of course you can.,8
3594,i don't have enough will power.,0
3595,of course you do.,6
3596,i wish i had never started.,0
3597,so does every smoker.,6
3598,i've tried to quit so many times.,0
3599,so has everyone else.,8
3600,nothing seems to work.,6
3601,"all it takes is will power, and you have it.",47
3602,then why can't i quit?,24
3603,my back is killing me.,0
3604,what did you do?,1
3605,i got out of my car.,0
3606,that's it?,1
3607,i injured my back one time just by sneezing.,0
3608,you should see a doctor.,8
3609,my doctor said i need surgery.,0
3610,so?,2
3611,"so, forget it.",12
3612,you don't have the money?,1
3613,i have no insurance.,16
3614,my brother smokes three packs a day.,44
3615,three packs of what?,7
3616,"cigarettes, of course.",4
3617,how can he do that?,7
3618,"when he is almost finished with one cigarette, he uses it to light another.",47
3619,he's a chain smoker.,34
3620,he's been a chain smoker for 30 years.,44
3621,that's unbelievable. can he still breathe?,49
3622,"he can, but the people around him can't.",47
3623,how can he still be alive?,7
3624,his doctor says his heart and lungs are strong and healthy.,52
3625,i hate brushing my teeth.,0
3626,it's such a chore.,8
3627,"brush, brush. spit, spit.",12
3628,what did they do in the old days?,7
3629,they brushed with their fingers.,6
3630,they also ate with their fingers!,32
3631,why do they call it the good old days?,7
3632,maybe because they didn't have to brush and floss.,52
3633,who invented flossing?,2
3634,"a dentist, i'm sure.",19
3635,i hate flossing more than brushing!,56
3636,let's stop for a while. i need a break and some water.,31
3637,this trail is hard to climb.,34
3638,especially on a hot day like this.,44
3639,i can't believe we haven't seen any animals.,31
3640,thank goodness! i don't want to see any wild animals.,31
3641,all we've seen so far is a couple of lizards.,52
3642,"we're hiking to lose weight, not to see goats and bears.",47
3643,i bet i've lost a couple of pounds already.,16
3644,all you've lost is some sweat.,34
3645,i haven't even lost one pound of fat?,38
3646,"if you want to lose fat, you've got to do this hike every day.",47
3647,"oh no, another pimple on my face.",42
3648,pimples suck.,6
3649,it seems like i get a new pimple almost every day.,35
3650,maybe it's something in your diet.,8
3651,"no, i eat the same things day after day.",59
3652,then maybe it's in your genes.,8
3653,you might be right.,6
3654,do pimples run in your family?,1
3655,not that i've noticed.,0
3656,"well, maybe it's from the pollution in the air.",42
3657,"whatever the cause, i hate seeing them on my face.",11
3658,do you believe everything you hear?,1
3659,i don't believe anything i don't see with my own eyes.,50
3660,you can't believe what you hear on tv or radio.,52
3661,you can't believe what you read in the newspapers.,52
3662,everyone tells you a different story about the same thing.,44
3663,three different people will give you three different stories.,6
3664,and the government will give you a fourth story.,34
3665,"yes, like the government says not to worry about the swine flu.",42
3666,but the swine flu just killed 20 people in mexico.,6
3667,the government says we have nothing to worry about.,44
3668,then why are some schools telling the kids to stay home?,1
3669,don't pick your nose.,6
3670,i wasn't picking my nose.,10
3671,what were you doing?,1
3672,i was scratching my nose.,0
3673,i think i know the difference between picking and scratching.,0
3674,"okay, mom, maybe i was picking it a little bit.",48
3675,use a tissue next time.,8
3676,i didn't have a tissue.,16
3677,then wait till you find a tissue.,34
3678,i couldn't wait. it was an emergency.,30
3679,"oh, really? maybe you should have called 911.",25
3680,our tv remote is filthy.,6
3681,"yes, it's covered with crud.",12
3682,i'm going to clean it.,0
3683,don't use water on it!,32
3684,i'll use a damp cloth.,16
3685,don't let water get into any of the cracks.,44
3686,i'll squeeze the cloth so it's almost dry.,0
3687,don't rub the numbers off the remote.,6
3688,i will rub gently but firmly.,10
3689,"do it quickly, please, so i can change channels during commercials.",11
3690,i'll give it back to you in a couple of minutes.,16
3691,my ear is killing me.,0
3692,what's the matter?,7
3693,i was on a plane.,16
3694,so?,2
3695,"so, every time the plane goes up, my ear starts to hurt.",45
3696,that's no good.,8
3697,"sometimes the pain goes away, and sometimes it doesn't.",47
3698,have you seen a doctor?,7
3699,i've been to two doctors.,10
3700,and they couldn't fix your problem?,1
3701,they both said i have to live with it.,16
3702,did you see the woman with the new face?,7
3703,did she get a nice job?,1
3704,"she got an """"everything"""" job!",5
3705,what do you mean?,7
3706,a team of doctors gave her a whole new face.,52
3707,why did they do that?,1
3708,a mad dog bit most of her face off.,44
3709,"oh, that's terrible. what does she look like now?",57
3710,"her face is really fat, but they say the swelling will go down.",47
3711,and then will she look normal again?,13
3712,i guess so.,10
3713,there's something wrong with my right hand.,8
3714,what's wrong with it?,1
3715,it aches most of the time.,8
3716,what do you think it is?,1
3717,i don't know. i think it's old age.,0
3718,"if it's old age, why don't both of your hands hurt?",57
3719,that's a good question. maybe it's not old age.,34
3720,are you right-handed?,43
3721,yes. all my life.,54
3722,you're wearing out your right hand. stop using it so much.,8
3723,but i do all my writing with my right hand.,16
